Duree_Totale,Poids_Conso,Action,Duree_activite_Totale,Duree_activite_mean,Duree_activite_max,Duree_activite_min,Proportion_activite_%,Bouchees,Num_fichier
321.16700000000003,134.97000000000003,11,147.663,13.424,22.725,5.79,45.977,23,5
