"Millis","P1","P2"
113417,687,742
113518,687,742
113619,687,742
113720,687,742
113822,687,742
113923,687,742
114024,687,742
114126,687,742
114226,687,742
114327,687,742
114429,687,742
114530,687,742
114631,687,742
114733,687,742
114833,687,742
114935,687,742
115036,687,742
115137,687,742
115239,687,742
115340,687,742
115440,687,742
115542,687,742
115643,687,742
115745,687,742
115846,687,742
115946,687,742
116048,687,742
116149,687,742
116250,687,742
116352,687,742
116453,687,742
116554,687,742
116655,687,742
116756,687,742
116858,687,742
116959,687,742
117060,687,742
117161,687,742
117262,687,742
117364,687,742
117465,687,742
117566,687,742
117668,687,742
117768,687,742
117869,687,742
117971,687,742
118072,687,742
118174,687,742
118275,687,742
118375,687,742
118477,687,742
118578,687,742
118679,687,742
118781,687,742
118881,687,742
118982,687,742
119084,687,742
119185,687,742
119287,687,742
119388,687,742
119488,687,742
119590,687,742
119691,687,742
119792,687,742
119894,687,742
119995,687,742
120096,687,742
120197,687,742
120298,687,742
120400,687,742
120501,687,742
120601,687,742
120703,687,742
120804,687,742
120906,687,742
121007,687,742
121108,687,742
121209,687,742
121310,687,742
121411,687,742
121513,687,742
121614,687,742
121716,687,742
121816,687,742
121917,687,742
122019,687,742
122120,687,742
122221,687,742
122322,687,742
122423,687,742
122524,687,742
122626,687,742
122727,688,742
122829,693,742
122929,702,742
123030,709,742
123132,714,742
123233,714,742
123334,709,742
123436,701,742
123536,695,742
123638,683,742
123739,676,742
123840,678,742
123942,683,742
124043,683,742
124143,683,742
124245,683,742
124346,683,742
124448,683,742
124549,683,742
124649,683,742
124751,683,742
124852,683,742
124953,683,742
125055,683,742
125156,683,742
125257,683,742
125358,683,742
125459,683,742
125561,683,742
125662,683,742
125763,683,742
125864,683,742
125965,683,742
126066,683,742
126168,683,742
126269,683,742
126370,683,742
126471,683,742
126572,683,742
126674,683,742
126775,683,742
126876,683,742
126977,683,742
127078,683,742
127180,683,742
127281,683,742
127382,683,742
127484,683,742
127584,683,742
127685,683,742
127787,683,742
127888,683,742
127990,683,742
128090,683,742
128191,683,742
128293,683,742
128394,683,742
128495,683,742
128597,683,742
128697,683,742
128799,683,742
128900,684,742
129001,686,742
129103,688,742
129203,693,742
129304,706,742
129406,710,742
129507,714,742
129609,701,742
129710,677,742
129810,675,742
129912,679,742
130013,680,742
130114,680,742
130216,680,742
130317,680,742
130417,680,742
130519,680,742
130620,680,742
130722,680,742
130823,680,742
130923,680,742
131025,680,742
131126,680,742
131227,680,742
131329,680,742
131430,680,742
131531,679,742
131632,679,742
131733,679,742
131835,679,742
131936,680,742
132037,680,742
132138,680,742
132239,680,742
132341,680,742
132442,680,742
132543,680,742
132645,680,742
132745,680,742
132846,680,742
132948,680,742
133049,680,742
133151,680,742
133252,680,742
133352,680,742
133454,679,742
133555,680,742
133656,680,742
133758,680,742
133859,680,742
133959,679,742
134061,680,742
134162,680,742
134264,680,742
134365,680,742
134465,680,742
134567,680,742
134668,680,742
134769,680,742
134871,680,742
134972,684,742
135073,694,742
135174,703,742
135275,711,742
135377,722,742
135478,728,742
135579,713,742
135680,678,742
135781,657,742
135883,661,742
135984,674,742
136085,676,742
136186,676,742
136287,676,742
136388,676,742
136490,676,742
136591,676,742
136693,676,742
136793,676,742
136894,676,742
136996,676,742
137097,676,742
137198,676,742
137299,676,742
137400,676,742
137502,676,742
137603,676,742
137704,676,742
137806,676,742
137906,676,742
138007,676,742
138109,676,742
138210,676,742
138311,676,742
138413,676,742
138513,676,742
138615,676,742
138716,676,742
138817,675,742
138919,676,742
139019,676,742
139120,675,742
139222,676,742
139323,675,742
139425,676,742
139526,676,742
139626,676,742
139728,676,742
139829,676,742
139930,676,742
140032,676,742
140132,676,742
140234,676,742
140335,678,742
140436,686,742
140538,690,742
140639,694,742
140739,705,742
140841,713,742
140942,714,742
141044,712,742
141145,696,742
141246,676,742
141347,672,742
141448,672,742
141549,672,742
141651,672,742
141752,672,742
141852,672,742
141954,672,742
142055,672,742
142157,672,742
142258,672,742
142359,672,742
142460,672,742
142561,673,742
142662,672,742
142764,672,742
142865,672,742
142967,672,742
143067,672,742
143168,672,742
143270,672,742
143371,672,742
143472,672,742
143573,672,742
143674,672,742
143776,672,742
143877,672,742
143978,672,742
144080,672,742
144180,672,742
144281,672,742
144383,672,742
144484,672,742
144586,672,742
144686,672,742
144787,672,742
144889,672,742
144990,672,742
145091,672,742
145193,672,742
145293,672,742
145394,672,742
145496,672,742
145597,672,742
145699,672,742
145800,672,742
145900,675,742
146002,686,742
146103,711,742
146204,727,742
146306,727,742
146406,718,742
146508,708,742
146609,683,742
146710,670,742
146812,669,742
146913,669,742
147013,669,742
147115,669,742
147216,669,742
147318,669,742
147419,669,742
147519,669,742
147621,669,742
147722,669,742
147823,669,742
147925,669,742
148026,669,742
148127,669,742
148228,669,742
148329,669,742
148431,669,742
148532,669,742
148632,669,742
148734,669,742
148835,669,742
148937,669,742
149038,669,742
149139,669,742
149240,669,742
149341,669,742
149442,669,742
149544,669,742
149645,669,742
149746,669,742
149847,669,742
149948,669,742
150050,669,742
150151,669,742
150252,669,742
150353,669,742
150454,669,742
150555,669,742
150657,669,742
150758,669,742
150860,669,742
150960,669,742
151061,669,742
151163,669,742
151264,669,742
151365,669,742
151466,669,742
151567,668,742
151669,669,742
151770,669,742
151871,669,742
151973,669,742
152073,669,742
152174,669,742
152276,669,742
152377,669,742
152479,670,742
152580,679,742
152680,699,742
152782,715,742
152883,728,742
152984,741,742
153086,735,742
153186,706,742
153287,674,742
153389,665,742
153490,664,742
153592,664,742
153693,664,742
153793,664,742
153895,664,742
153996,664,742
154097,664,742
154199,664,742
154299,664,742
154401,664,742
154502,664,742
154603,664,742
154705,665,742
154806,664,742
154906,664,742
155008,664,742
155109,664,742
155211,664,742
155312,664,742
155413,664,742
155514,664,742
155615,664,742
155716,664,742
155818,664,742
155919,664,742
156020,664,742
156121,664,742
156222,664,742
156324,664,742
156425,664,742
156526,664,742
156627,664,742
156728,664,742
156830,664,742
156931,664,742
157032,672,742
157133,702,742
157234,716,742
157335,722,742
157437,720,742
157538,719,742
157639,703,742
157740,679,742
157841,666,742
157943,662,742
158044,661,742
158145,661,742
158246,661,742
158347,661,742
158448,661,742
158550,661,742
158651,661,742
158753,661,742
158853,661,742
158954,661,742
159056,661,742
159157,661,742
159258,661,742
159360,661,742
159460,661,742
159562,661,742
159663,661,742
159764,661,742
159866,661,742
159966,661,742
160067,661,742
160169,661,742
160270,661,742
160372,661,742
160473,661,742
160573,661,742
160675,661,742
160776,661,742
160877,661,742
160979,661,742
161079,661,742
161180,661,742
161282,661,742
161383,661,742
161485,661,742
161586,661,742
161686,661,742
161788,661,742
161889,661,742
161990,662,742
162092,671,742
162192,685,742
162294,690,742
162395,682,742
162496,679,742
162598,674,742
162699,660,742
162799,655,742
162901,657,742
163002,657,742
163104,657,742
163205,657,742
163305,657,742
163407,657,742
163508,657,742
163609,657,742
163711,657,742
163812,657,742
163913,657,742
164014,657,742
164115,657,742
164217,657,742
164318,657,742
164418,657,742
164520,657,742
164621,657,742
164722,657,742
164824,657,742
164925,657,742
165026,657,742
165127,657,742
165228,657,742
165330,657,742
165431,657,742
165532,657,742
165633,657,742
165734,657,742
165836,657,742
165937,657,742
166038,657,742
166139,657,742
166240,657,742
166341,657,742
166443,657,742
166544,657,742
166646,657,742
166746,657,742
166847,662,742
166949,674,742
167050,680,742
167151,682,742
167252,686,742
167353,694,742
167455,695,742
167556,681,742
167657,665,742
167759,654,742
167859,653,742
167960,654,742
168062,654,742
168163,654,742
168265,654,742
168365,654,742
168466,654,742
168568,654,742
168669,654,742
168770,654,742
168872,654,742
168972,654,742
169073,654,742
169175,654,742
169276,654,742
169378,654,742
169479,654,742
169579,654,742
169681,654,742
169782,654,742
169883,654,742
169985,654,742
170085,654,742
170187,654,742
170288,654,742
170389,654,742
170491,654,742
170591,654,742
170692,654,742
170794,654,742
170895,654,742
170997,654,742
171098,654,742
171198,654,742
171300,654,742
171401,654,742
171502,654,742
171604,654,742
171704,654,742
171806,654,742
171907,656,742
172008,671,742
172110,682,742
172211,680,742
172311,683,742
172413,698,742
172514,704,742
172615,689,742
172717,668,742
172817,652,742
172919,651,742
173020,651,742
173121,651,742
173223,651,742
173324,651,742
173424,651,742
173526,651,742
173627,651,742
173729,650,742
173830,650,742
173930,651,742
174032,651,742
174133,651,742
174234,651,742
174336,650,742
174437,650,742
174538,650,742
174639,650,742
174740,651,742
174842,650,742
174943,650,742
175043,651,742
175145,651,742
175246,650,742
175348,650,742
175449,650,742
175549,650,742
175651,650,742
175752,651,742
175853,651,742
175955,650,742
176056,650,742
176156,651,742
176258,651,742
176359,652,742
176461,659,742
176562,674,742
176662,693,742
176764,694,742
176865,676,742
176966,652,742
177068,647,742
177169,647,742
177270,647,742
177371,647,742
177472,647,742
177574,647,742
177675,647,742
177775,647,742
177877,647,742
177978,647,742
178080,647,742
178181,647,742
178282,647,742
178383,647,742
178484,647,742
178585,647,742
178687,647,742
178788,647,742
178889,647,742
178990,647,742
179091,647,742
179193,647,742
179294,647,742
179394,647,742
179496,647,742
179597,647,742
179698,647,742
179800,647,742
179901,647,742
180002,647,742
180103,647,742
180204,650,742
180306,663,742
180407,678,742
180507,689,742
180609,692,742
180710,680,742
180812,666,742
180913,646,742
181014,643,742
181115,643,742
181216,643,742
181317,643,742
181419,643,742
181520,643,742
181621,643,742
181722,643,742
181823,643,742
181925,643,742
182026,643,742
182126,643,742
182228,643,742
182329,643,742
182431,643,742
182532,643,742
182632,643,742
182734,643,742
182835,643,742
182936,643,742
183038,643,742
183139,643,742
183239,643,742
183341,643,742
183442,643,742
183544,643,742
183645,643,742
183745,643,742
183847,644,742
183948,643,742
184049,643,742
184151,643,742
184252,643,742
184353,644,742
184454,643,742
184555,643,742
184657,643,742
184758,643,742
184858,643,742
184960,643,742
185061,643,742
185163,643,742
185264,643,742
185364,643,742
