496688,0
496788,0
496889,0
496991,0
497092,0
497192,0
497294,0
497395,0
497495,0
497597,0
497698,0
497800,0
497900,0
498001,0
498103,0
498203,0
498304,0
498406,0
498507,0
498608,0
498709,0
498810,0
498911,0
499012,0
499113,0
499214,0
499315,0
499416,0
499518,0
499618,0
499720,0
499821,0
499921,0
500023,0
500124,0
500225,0
500326,0
500427,0
500529,0
500629,0
500730,0
500832,0
500932,0
501033,0
501135,0
501236,0
501336,0
501438,0
501539,0
501640,0
501741,0
501842,0
501944,0
502044,0
502145,0
502247,0
502347,0
502449,0
502550,0
502651,0
502752,0
502853,0
502954,0
503055,0
503156,0
503258,0
503358,0
503459,0
503561,0
503662,0
503762,0
503864,0
503965,0
504065,0
504167,0
504268,0
504370,0
504470,0
504571,0
504673,0
504773,0
504874,0
504976,0
505076,0
505178,0
505279,0
505380,0
505481,0
505582,0
505683,0
505784,0
505885,0
505986,0
506088,0
506188,0
506290,0
506391,1
506491,21
506593,78
506694,124
506794,148
506896,222
506997,406
507099,572
507199,673
507300,728
507402,780
507502,897
507603,897
507705,897
507806,897
507906,897
508008,897
508109,897
508210,897
508311,897
508412,897
508513,897
508614,897
508715,897
508817,897
508917,897
509019,897
509120,897
509220,897
509322,897
509423,897
509524,897
509625,897
509726,897
509827,897
509928,897
510029,897
510131,897
510231,897
510332,897
510434,897
510535,897
510635,897
510737,897
510838,897
510939,897
511040,897
511141,897
511243,897
511343,897
511444,897
511546,897
511646,897
511747,897
511849,897
511949,897
512051,897
512152,897
512253,897
512354,897
512455,897
512556,897
512657,897
512758,897
512860,897
512960,897
513061,897
513163,897
513264,897
513364,897
513466,897
513567,897
513667,904
513769,917
513870,927
513972,927
514072,922
514173,914
514275,910
514375,909
514476,905
514578,897
514678,896
514780,896
514881,896
514982,896
515083,910
515184,977
515285,1023
515386,991
515487,928
515589,891
515690,892
515790,906
515892,947
515993,979
516093,960
516195,908
516296,897
516396,925
516498,908
516599,914
516701,927
516801,897
516902,892
517004,892
517104,892
517205,892
517307,896
517408,898
517509,902
517610,918
517711,908
517812,897
517913,906
518014,938
518115,962
518216,1001
518317,1004
518419,998
518519,1008
518621,989
518722,955
518822,922
518924,861
519025,851
519126,864
519227,865
519328,868
519430,878
519530,885
519631,875
519733,863
519833,865
519934,874
520036,879
520137,879
520237,879
520339,879
520440,879
520541,879
520642,879
