186980,0
187080,0
187181,0
187283,0
187384,0
187485,0
187586,0
187687,0
187788,0
187889,0
187990,0
188092,0
188192,11
188294,39
188395,65
188495,162
188597,315
188698,541
188799,820
188900,940
189001,1135
189103,1135
189203,1135
189304,1135
189406,1135
189506,1135
189607,1135
189709,1135
189810,1135
189910,1135
190012,1135
190113,1135
190214,1135
190315,1135
190416,1135
190518,1135
190618,1135
190719,1135
190821,1135
190921,1135
191023,1135
191124,1135
191225,1135
191326,1135
191427,1135
191528,1135
191629,1134
191730,1135
191831,1135
191933,1135
192033,1136
192135,1131
192236,1136
192336,1135
192438,1134
192539,1135
192639,1135
192741,1135
192842,1135
192944,1135
193044,1135
193145,1135
193247,1135
193347,1135
193448,1135
193550,1134
193651,1134
193751,1135
193853,1135
193954,1135
194055,1135
194156,1135
194257,1135
194359,1134
194459,1135
194560,1135
194662,1135
194762,1135
194864,1135
194965,1135
195066,1135
195167,1135
195268,1135
195369,1135
195470,1135
195571,1135
195672,1135
195774,1135
195874,1135
195976,1135
196077,1135
196177,1135
196279,1135
196380,1135
196481,1135
196582,1135
196683,1135
196785,1135
196885,1135
196986,1135
197088,1135
197189,1135
197289,1135
197391,1135
197492,1135
197592,1135
197694,1135
197795,1135
197896,1135
197997,1135
198098,1135
198200,1135
198300,1135
198401,1135
198503,1135
198603,1135
198705,1135
198806,1135
198907,1135
199008,1135
199109,1135
199210,1135
199311,1135
199412,1135
199514,1135
199615,1135
199715,1135
199817,1135
199918,1135
200018,1135
200120,1135
200221,1135
200322,1135
200423,1135
200524,1135
200626,1135
200726,1135
200827,1135
200929,1135
201030,1135
201130,1135
201232,1135
201333,1135
201434,1135
201535,1135
201636,1135
201738,1135
201838,1135
201939,1135
202041,1135
202141,1135
202242,1135
202344,1135
202445,1135
202546,1135
202647,1135
202748,1135
202849,1135
202950,1135
203051,1135
203153,1135
203253,1135
203355,1135
203456,1135
203556,1135
203658,1135
203759,1135
203859,1135
203961,1135
204062,1135
204163,1135
204264,1135
204365,1135
204467,1135
204567,1135
204668,1135
204770,1135
204871,1135
204971,1135
205073,1135
205174,1135
205275,1135
205376,1135
205477,1135
205579,1135
205679,1135
205780,1135
205882,1135
205982,1135
206083,1135
206185,1135
206286,1135
206387,1135
206488,1135
206589,1135
206690,1135
206791,1135
206892,1135
206994,1135
207094,1135
207196,1135
207297,1135
207397,1135
207499,1135
207600,1135
207701,1135
207802,1140
207903,1155
208005,1153
208105,1150
208206,1184
208308,1229
208408,1247
208509,1177
208611,1139
208712,1133
208812,1130
208914,1119
209015,1126
209116,1138
209217,1172
209318,1239
209420,1268
209520,1238
209621,1168
209723,1120
209823,1125
209925,1145
210026,1144
210127,1134
210228,1135
210329,1139
210430,1157
210531,1179
210632,1164
210733,1135
210835,1130
210935,1131
211037,1131
211138,1139
211238,1145
211340,1143
211441,1165
211542,1186
211643,1192
211744,1188
211846,1166
211946,1145
212047,1144
212149,1142
212250,1136
212350,1135
212452,1136
212553,1143
212653,1164
212755,1179
212856,1159
212958,1137
213058,1132
213159,1132
213261,1132
213361,1132
213462,1132
213564,1132
213665,1132
213766,1132
213867,1132
213968,1132
214069,1132
214170,1132
214271,1132
214373,1132
214473,1132
214575,1132
214676,1132
214776,1132
214878,1132
214979,1132
215080,1131
215181,1132
215282,1132
215383,1132
215484,1132
215585,1132
215687,1132
215787,1132
215888,1132
215990,1132
216091,1132
216191,1132
216293,1132
216394,1135
216495,1145
216596,1145
216697,1135
216799,1147
216899,1169
217000,1160
217102,1164
217202,1158
217303,1132
217405,1126
217506,1129
217607,1129
217708,1127
217809,1128
217910,1128
218011,1128
218112,1128
218214,1128
218314,1128
218416,1128
218517,1128
218617,1128
218719,1128
218820,1128
218921,1128
219022,1128
219123,1128
219224,1128
219325,1128
219426,1128
219528,1128
219629,1128
219729,1128
219831,1128
219932,1128
220032,1254
220228,1128
220326,1135
220424,1149
220522,1164
220619,1150
220716,1142
220815,1143
220912,1139
221010,1129
221108,1136
221205,1156
221303,1177
221400,1179
221499,1145
221596,1117
221693,1101
221792,1116
221889,1135
221987,1139
222085,1140
222182,1136
222280,1137
222377,1115
222476,1104
222573,1103
222670,1111
222769,1120
222866,1122
222964,1123
223066,1126
223166,1133
223267,1134
223369,1128
223470,1132
223570,1162
223672,1154
223773,1152
223873,1136
223975,1130
224076,1142
224178,1173
224278,1224
224379,1273
224481,1242
224581,1142
224682,1118
224784,1122
224885,1123
224986,1123
225087,1123
225188,1123
225289,1123
225390,1123
225491,1123
225593,1122
225693,1122
225794,1123
225896,1123
225996,1123
226098,1123
226199,1123
226300,1123
226401,1123
226502,1123
226603,1123
226704,1123
226805,1123
226907,1123
227007,1123
227108,1123
227210,1123
227311,1123
227411,1123
227513,1123
227614,1122
227714,1122
227816,1123
227917,1123
228019,1123
228119,1123
228220,1123
228322,1123
228422,1123
228523,1123
228625,1123
228726,1122
228827,1123
228928,1123
229029,1122
229130,1122
229231,1123
229332,1123
229434,1123
229534,1123
229635,1123
229737,1123
229837,1124
229939,1121
230040,1122
230141,1123
230242,1123
230343,1123
230444,1123
230545,1123
230646,1123
230748,1127
230849,1143
230949,1170
231051,1178
231152,1164
231252,1158
231354,1134
231455,1103
231557,1100
231657,1113
231758,1117
231860,1117
231960,1118
232061,1119
232163,1135
232263,1149
232364,1136
232466,1127
232567,1125
232668,1127
232769,1133
232870,1134
232971,1124
233072,1117
233173,1119
233275,1131
233375,1140
233477,1134
233578,1128
233678,1130
233780,1136
233881,1141
233982,1126
234083,1119
234184,1118
234285,1118
234386,1118
234487,1118
234589,1118
234690,1118
234790,1118
234892,1118
234993,1118
235093,1118
235195,1118
235296,1118
235398,1118
235498,1118
235599,1118
235701,1119
235801,1119
235902,1118
236004,1118
236104,1118
236205,1118
236307,1118
236408,1118
236509,1118
236610,1118
236711,1118
236812,1118
236913,1118
237014,1118
237116,1118
237216,1118
237318,1118
237419,1118
237519,1118
237621,1118
237722,1118
237823,1118
237924,1118
238025,1118
238127,1118
238227,1118
238328,1117
238430,1118
238531,1118
238631,1117
238733,1118
238834,1118
238934,1118
239036,1118
239137,1118
239238,1118
239339,1118
239440,1118
239542,1118
239642,1118
239743,1118
239845,1118
239945,1118
240047,1118
240148,1118
240249,1118
240350,1118
240451,1118
240552,1118
240653,1118
240754,1118
240855,1118
240957,1118
241057,1119
241159,1118
241260,1117
241360,1118
241462,1118
241563,1118
241664,1118
241765,1125
241866,1137
241968,1132
