8603,-0.00
8843,-0.06
8963,-0.02
9081,0.32
9201,-0.17
9321,-0.07
9441,0.0
9561,0.12
9679,0.42
9799,0.18
9919,-0.23
10039,11.09
10157,48.54
10276,129.01
10396,362.59
10516,536.9
10636,658.92
10756,726.04
10876,726.11
10996,726.0
11116,726.0
11236,726.03
11356,726.04
11475,726.2
11595,726.18
11716,725.97
11836,726.24
11958,726.06
12078,726.01
12198,726.19
12318,726.0
12438,726.08
12558,726.28
12678,726.35
12797,726.35
12918,726.27
13038,726.04
13158,726.12
13278,726.27
13398,726.07
13518,725.97
13638,726.02
13758,725.93
13881,725.94
14001,726.31
14120,726.36
14240,726.3
14361,726.1
14481,726.14
14601,726.21
14721,726.26
14840,725.95
14961,725.93
15081,726.15
15201,725.93
15322,726.15
15441,726.31
15561,726.28
15682,726.06
15804,726.12
15924,725.86
16045,726.09
16164,726.21
16284,726.22
16405,726.13
16525,726.06
16645,726.17
16765,726.08
16885,726.0
17005,726.19
17125,726.01
17246,726.05
17366,726.05
17485,726.28
17606,726.0
17724,726.18
17845,726.04
17966,725.6
18085,725.98
18206,726.11
18327,726.24
18447,726.08
18568,725.81
18689,725.76
18808,726.13
18929,726.07
19050,725.98
19170,726.44
19291,726.47
19414,726.0
19534,725.9
19655,725.89
19775,725.88
19896,725.96
20017,725.66
20137,725.66
20257,725.99
20378,725.99
20499,725.83
20620,725.91
20740,726.19
20860,726.27
20981,726.33
21104,726.15
21225,725.92
21345,725.97
21466,726.03
21586,726.16
21707,726.49
21827,726.27
21948,725.88
22069,726.03
22190,726.47
22310,726.48
22431,725.89
22551,725.85
22672,726.07
22796,726.02
22917,726.21
23043,726.14
23163,726.02
23283,725.92
23404,725.96
23524,726.08
23645,725.94
23764,726.03
23885,726.23
24006,726.42
24126,726.27
24247,726.32
24367,726.22
24489,726.2
24610,726.14
24731,726.41
24851,726.36
24972,726.13
25092,725.97
25212,725.89
25333,726.27
25453,726.03
25574,726.0
25694,726.0
25815,725.75
25935,726.09
26055,725.94
26178,725.89
26299,725.99
26420,726.08
26541,726.08
26660,725.99
26788,725.9
26908,726.04
27029,725.93
27149,726.22
27270,726.19
27389,726.15
27510,725.97
27630,726.03
27751,725.91
27874,726.13
27994,726.08
28114,725.93
28234,725.73
28355,726.01
28475,726.26
28596,726.04
28717,726.42
28836,726.18
28957,725.78
29077,725.96
29198,726.16
29319,725.78
29438,726.11
29561,726.12
29682,726.31
29803,726.08
29923,725.97
30044,726.02
30163,725.84
30284,726.04
30405,726.49
30525,726.43
30646,726.24
30767,726.41
30886,726.29
31007,726.08
31128,726.18
31246,726.0
31367,725.87
31488,725.89
31607,726.07
31728,725.89
31849,725.75
31969,725.67
32090,725.86
32210,725.84
32330,725.9
32451,726.05
32572,725.96
32692,726.2
32815,726.06
32935,726.37
33056,726.05
33177,725.88
33297,725.97
33418,725.71
33539,725.95
33658,725.88
33779,725.98
33900,725.96
34021,726.15
34141,725.88
34262,726.04
34382,726.1
34505,725.8
34626,725.78
34746,726.04
34867,725.93
34988,725.97
35108,726.06
35229,726.2
35349,726.3
35470,726.16
35591,726.06
35712,725.82
35831,725.97
35952,726.1
36073,725.9
36196,725.84
36317,726.18
36438,726.25
36558,726.05
36678,725.94
36799,726.15
36920,726.15
37041,726.09
37161,726.14
37282,726.05
37402,725.82
37523,725.99
37644,726.21
37765,725.96
37888,726.16
38008,726.01
38129,726.35
38250,726.18
38370,726.03
38491,726.1
38611,726.13
38732,726.09
38853,725.8
38974,726.12
39095,725.96
39215,726.3
39335,726.13
39456,725.92
39580,725.92
39700,726.11
39821,726.36
39942,726.05
40062,726.19
40183,726.25
40304,725.76
40425,726.05
40546,725.99
40666,726.22
40786,725.91
40907,725.85
41028,726.28
41149,726.0
41273,725.97
41394,725.94
41513,726.01
41634,726.12
41755,726.16
41876,726.05
41997,726.24
42123,725.85
42244,725.68
42364,725.96
42484,726.01
42605,725.94
42725,725.96
42848,725.98
42969,726.02
43088,726.02
43209,726.01
43329,726.04
43450,726.24
43571,726.0
43691,726.05
43811,726.0
43931,725.98
44052,726.19
44172,726.18
44293,725.88
44413,725.73
44536,725.81
44656,726.02
44777,725.75
44898,725.81
45018,725.97
45138,725.81
45258,725.71
45379,726.02
45500,725.69
45620,725.9
45741,726.37
45861,726.2
