Millis;P1;P2 

1;0;-1;
84;0;-1;
183;0;1;
280;0;2;
377;0;3;
476;0;5;
577;0;5;
678;0;4;
779;0;6;
880;0;7;
980;0;6;
1082;0;5;
1182;0;5;
1283;0;7;
1384;0;6;
1485;0;5;
1585;0;6;
1687;0;7;
1787;0;6;
1888;0;8;
1989;0;8;
2089;0;8;
2191;0;8;
2291;0;8;
2392;0;7;
2493;0;7;
2594;0;8;
2694;0;9;
2796;0;8;
2896;0;8;
2998;0;8;
3098;0;8;
3199;0;7;
3300;0;8;
3401;0;9;
3501;0;9;
3602;0;9;
3703;0;9;
3803;0;9;
3905;0;10;
4005;0;10;
4107;0;10;
4207;0;9;
4308;0;9;
4409;0;9;
4510;0;9;
4610;0;9;
4712;0;9;
4812;0;9;
4913;0;9;
5014;0;9;
5115;0;9;
5216;0;10;
5316;0;9;
5417;0;9;
5518;0;10;
5619;0;10;
5719;0;10;
5821;0;9;
5921;0;9;
6022;0;9;
6123;0;9;
6224;0;9;
6325;0;8;
6426;0;9;
6526;0;9;
6628;0;10;
6728;0;9;
6828;0;9;
6930;0;9;
7030;0;9;
7131;0;9;
7232;0;9;
7333;0;9;
7434;0;9;
7535;0;9;
7635;0;9;
7737;0;9;
7837;0;9;
7938;0;8;
8039;0;8;
8140;0;9;
8240;0;9;
8341;0;9;
8442;0;9;
8542;0;9;
8644;0;9;
8744;0;9;
8846;0;9;
8946;0;9;
9047;0;9;
9148;0;9;
9249;0;9;
9349;0;9;
9451;0;8;
9551;0;9;
9653;0;9;
9753;0;9;
9853;0;9;
9955;0;9;
10055;0;9;
10156;0;8;
10257;0;9;
10358;0;9;
10458;0;9;
10560;0;9;
10660;0;9;
10762;0;8;
10862;0;9;
10963;0;9;
11064;0;9;
11165;0;9;
11265;0;8;
11366;0;8;
11467;0;8;
11567;0;8;
11669;0;9;
11769;0;9;
11870;0;9;
11971;0;8;
12072;0;8;
12173;0;8;
12274;0;8;
12374;0;8;
12476;0;8;
12576;0;8;
12676;0;8;
12778;0;8;
12878;0;8;
12979;0;8;
13080;0;8;
13181;0;8;
13282;0;9;
13383;0;9;
13483;0;9;
13585;0;9;
13685;0;9;
13786;0;9;
13887;0;9;
13987;0;9;
14088;0;8;
14189;0;9;
14290;0;9;
14391;0;8;
14492;0;15;
14592;0;43;
14694;0;93;
14794;0;192;
14895;0;280;
14996;0;446;
15097;0;621;
15197;0;654;
15298;0;651;
15399;0;648;
15500;0;647;
15601;0;646;
15701;0;645;
15803;0;644;
15903;0;644;
16004;0;644;
16105;0;643;
16206;0;643;
16306;0;643;
16407;0;643;
16508;0;643;
16609;0;644;
16710;0;644;
16810;0;643;
16912;0;643;
17012;0;642;
17113;0;644;
17214;0;646;
17315;0;646;
17415;0;646;
17517;0;647;
17617;0;647;
17718;0;646;
17819;0;646;
17919;0;646;
18021;0;646;
18121;0;645;
18222;0;645;
18323;0;644;
18424;0;644;
18524;0;644;
18626;0;644;
18726;0;646;
18827;0;647;
18928;0;646;
19028;0;646;
19130;0;646;
19230;18;645;
19331;81;645;
19432;255;646;
19533;437;648;
19633;622;648;
19735;720;647;
19835;733;647;
19937;732;647;
20037;732;646;
20137;732;646;
20239;732;646;
20339;732;645;
20440;732;645;
20541;732;645;
20642;732;645;
20742;732;645;
20844;732;644;
20944;732;644;
21046;732;644;
21146;732;643;
21246;732;643;
21348;733;643;
21448;732;643;
21549;732;643;
21650;732;642;
21751;732;642;
21851;732;642;
21953;732;642;
22053;732;642;
22155;733;642;
22255;732;642;
22356;732;642;
22457;733;642;
22557;733;642;
22658;732;642;
22759;732;641;
22860;732;645;
22960;732;648;
23062;732;648;
23162;732;648;
23264;732;647;
23364;733;646;
23465;732;646;
23566;732;646;
23666;732;646;
23767;732;645;
23868;732;645;
23969;732;645;
24069;733;644;
24171;732;646;
24271;732;648;
24373;732;649;
24473;732;648;
24574;732;648;
