Millis,P1,P2 

1,0,0,
126,0,0,
239,0,0,
280,0,0,
379,0,0,
477,0,0,
578,0,0,
679,0,0,
780,0,0,
882,0,0,
982,0,0,
1083,0,0,
1185,0,0,
1285,0,0,
1386,0,0,
1487,0,0,
1588,0,0,
1689,0,0,
1790,0,0,
1891,0,0,
1993,0,0,
2093,0,0,
2194,0,0,
2295,0,0,
2396,0,0,
2497,0,0,
2598,0,0,
2699,0,0,
2799,0,0,
2901,0,0,
3002,0,0,
3103,0,0,
3204,0,0,
3305,0,0,
3406,0,0,
3507,0,0,
3607,0,0,
3709,0,0,
3810,0,0,
3911,0,0,
4012,0,0,
4113,0,0,
4214,0,0,
4315,0,0,
4415,0,0,
4517,0,0,
4618,0,0,
4718,0,0,
4820,0,0,
4920,0,0,
5022,0,0,
5123,0,0,
5223,0,0,
5325,0,0,
5426,0,0,
5526,0,0,
5628,0,0,
5728,0,0,
5829,0,0,
5931,0,0,
6031,0,0,
6133,0,0,
6234,0,0,
6334,0,0,
6436,0,0,
6536,0,0,
6637,0,0,
6739,0,0,
6839,0,19,
6941,0,67,
7041,0,177,
7142,13,370,
7244,38,550,
7344,91,696,
7445,286,736,
7546,545,739,
7647,741,742,
7748,734,742,
7849,706,742,
7950,709,742,
8052,710,742,
8152,710,742,
8253,710,742,
8354,710,742,
8455,710,742,
8556,710,742,
8657,710,742,
8758,710,742,
8858,710,742,
8960,710,742,
9061,710,742,
9162,710,742,
9263,710,742,
9363,710,742,
9465,710,742,
9566,710,742,
9666,710,742,
9768,710,742,
9869,710,742,
9970,710,742,
10071,710,742,
10171,710,742,
10273,710,742,
10374,710,742,
10474,710,742,
10576,709,742,
10676,709,742,
10777,709,742,
10879,709,742,
10979,709,742,
11081,709,742,
11181,709,742,
11282,709,742,
11384,709,742,
11484,709,742,
11585,709,742,
11687,709,742,
11787,709,742,
11888,709,742,
11989,709,742,
12090,709,742,
12192,709,742,
12292,709,742,
12393,709,742,
12494,709,742,
12595,715,742,
12696,726,743,
12797,719,742,
12898,707,742,
12999,705,742,
13100,705,742,
13201,705,742,
13302,705,742,
13403,704,742,
13503,704,742,
13605,704,743,
13706,704,742,
13806,704,742,
13908,704,742,
14008,704,743,
14110,704,748,
14211,704,762,
14311,704,780,
14413,704,792,
14514,704,809,
14614,704,825,
14716,704,830,
14816,704,825,
14917,704,790,
15019,704,748,
15119,704,739,
15221,704,739,
15321,704,739,
15422,703,739,
15524,703,739,
15624,703,739,
15725,703,739,
15826,703,739,
15927,703,739,
16029,703,739,
16129,703,739,
16230,703,739,
16331,703,739,
16432,703,739,
16533,703,739,
16634,703,739,
16735,703,739,
16835,703,739,
16937,703,739,
17038,703,739,
17139,703,739,
17240,703,739,
17340,703,739,
17442,703,739,
17543,703,739,
17643,703,739,
17745,703,739,
17846,702,739,
17946,702,739,
18048,703,739,
18148,702,739,
18250,702,739,
18351,702,739,
18451,702,739,
18553,702,739,
18653,703,739,
18754,712,739,
18856,727,739,
18956,714,739,
19058,705,739,
19158,704,739,
19259,704,740,
19361,704,740,
19461,704,739,
19562,704,739,
19663,704,739,
19764,704,739,
19865,703,739,
19966,703,739,
20067,703,739,
20168,703,740,
20269,704,739,
20370,713,739,
20471,709,739,
20572,699,739,
20672,699,739,
20774,699,739,
20875,699,739,
20975,699,739,
21077,698,740,
21178,698,740,
21279,698,742,
21380,698,744,
21480,698,746,
21582,698,748,
21683,699,750,
21783,699,741,
21885,699,735,
21985,699,734,
22087,699,734,
22188,698,733,
22288,698,733,
22390,698,734,
22490,698,734,
22591,698,734,
22693,698,734,
22793,698,735,
22894,698,735,
22995,698,734,
23096,698,735,
23198,698,735,
23298,701,734,
23399,702,734,
23500,695,733,
23601,696,734,
23702,696,734,
23803,696,734,
23904,696,734,
24004,696,734,
24106,696,734,
24207,696,734,
24308,695,734,
24409,695,734,
24509,695,734,
24611,695,734,
24712,695,734,
24812,695,735,
24914,695,735,
25014,695,734,
25116,695,734,
25217,695,734,
25317,695,734,
25419,695,735,
25519,695,739,
25620,695,737,
25722,695,737,
25822,694,736,
25923,694,736,
26024,694,732,
26125,696,725,
26227,708,725,
26327,717,730,
26428,700,730,
26530,694,729,
