Millis;P1;P2 

1;0;0;
86;0;0;
184;0;0;
281;0;0;
379;0;0;
477;0;0;
574;0;0;
672;0;0;
770;0;0;
867;0;0;
964;0;0;
1063;0;0;
1160;0;0;
1258;0;0;
1356;0;0;
1453;0;0;
1551;0;0;
1648;11;0;
1746;41;0;
1844;81;0;
1941;160;0;
2040;257;0;
2141;321;0;
2241;346;0;
2343;357;0;
2444;358;0;
2544;369;0;
2646;430;0;
2747;588;0;
2848;678;0;
2949;724;0;
3050;729;0;
3151;729;0;
3252;729;0;
3353;729;0;
3454;729;0;
3555;729;0;
3655;729;0;
3757;729;0;
3858;729;0;
3959;729;0;
4060;729;0;
4161;729;0;
4262;729;0;
4363;729;0;
4464;729;0;
4565;729;0;
4666;729;0;
4768;729;0;
4868;729;0;
4969;729;0;
5071;729;0;
5171;729;0;
5272;729;0;
5374;729;0;
5474;729;0;
5575;729;0;
5677;729;0;
5777;729;0;
5879;729;0;
5979;729;0;
6080;729;0;
6182;729;0;
6282;729;0;
6383;729;0;
6485;729;0;
6585;729;0;
6687;729;0;
6788;729;0;
6888;729;0;
6990;729;0;
7091;729;0;
7191;729;0;
7293;729;0;
7394;729;0;
7494;729;0;
7596;729;0;
7697;729;0;
7798;729;0;
7899;729;0;
7999;729;0;
8101;729;0;
8202;729;0;
8302;729;0;
8404;729;0;
8505;729;0;
8605;729;0;
8707;729;0;
8808;729;0;
8909;729;0;
9010;729;0;
9111;729;0;
9212;729;0;
9313;729;0;
9414;729;0;
9515;729;0;
9616;729;0;
9717;729;0;
9818;729;0;
9919;729;0;
10020;729;0;
10121;729;0;
10222;729;0;
10323;729;0;
10424;729;0;
10525;729;0;
10626;729;0;
10727;729;0;
10829;729;0;
10929;729;0;
11030;729;0;
11132;729;0;
11232;729;0;
11333;729;0;
11434;729;0;
11535;729;0;
11637;729;0;
11737;729;0;
11838;729;0;
11940;729;0;
12040;729;10;
12141;729;27;
12243;729;30;
12343;729;60;
12444;729;96;
12546;729;144;
12646;729;205;
12748;729;304;
12848;729;442;
12949;729;599;
13051;729;714;
13151;729;744;
13252;729;744;
13354;729;744;
13454;729;744;
13556;729;744;
13657;729;743;
13757;729;744;
13859;729;744;
13960;729;744;
14060;729;744;
14162;729;744;
14263;729;744;
14363;729;744;
14465;729;744;
14565;729;744;
14667;729;744;
14768;729;744;
14868;729;744;
14970;729;744;
15071;729;744;
15171;729;744;
15273;729;744;
15374;729;744;
15474;729;744;
15576;729;744;
15677;729;744;
15778;729;744;
15879;729;744;
15979;729;744;
16081;729;744;
16182;729;744;
16282;729;744;
16384;729;744;
16485;729;744;
16586;729;744;
16687;729;744;
16788;729;744;
16889;729;744;
16990;729;744;
17090;729;744;
17192;729;744;
17293;729;744;
17393;729;744;
17495;729;744;
17596;729;744;
17697;729;744;
17798;729;744;
17899;729;744;
18000;729;744;
18101;729;744;
18202;729;744;
18303;729;744;
18404;729;744;
18504;729;744;
18606;729;744;
18707;729;744;
18808;729;744;
18909;729;744;
19010;729;744;
19111;729;744;
19212;729;744;
19313;729;744;
19414;729;744;
19515;729;744;
19617;729;744;
19717;729;744;
19818;729;744;
19919;729;744;
20020;729;744;
20121;729;744;
20222;729;744;
20323;729;744;
20424;729;744;
20525;729;744;
20626;729;744;
20728;729;744;
20828;729;744;
20929;729;744;
21031;729;744;
21131;729;744;
21232;729;744;
21333;729;744;
21434;729;744;
21536;729;744;
21636;729;744;
21737;729;744;
21839;729;748;
21939;729;752;
22040;729;758;
22142;729;763;
22242;729;753;
22343;729;732;
22444;729;730;
22545;729;739;
22647;729;739;
22747;729;739;
22848;729;739;
22950;729;739;
23050;729;739;
23151;729;739;
23253;729;739;
23353;729;739;
23455;729;739;
23556;729;739;
23656;729;739;
23758;729;739;
23858;729;739;
23959;729;739;
24061;729;739;
24161;729;739;
24262;729;739;
24364;729;739;
24464;729;739;
24566;729;739;
24667;729;739;
24767;729;739;
24869;729;739;
24970;729;739;
25070;729;739;
25172;729;739;
25272;729;739;
25373;729;739;
25475;729;739;
25575;729;739;
25677;729;739;
25778;729;739;
25878;729;739;
25980;729;739;
26081;729;739;
26181;729;739;
26283;729;739;
26383;729;739;
26485;729;739;
26586;729;739;
26686;729;739;
26788;730;739;
26889;736;739;
26989;747;739;
27091;750;739;
27192;737;739;
27292;730;739;
27394;725;739;
27495;725;739;
27596;725;739;
27697;725;739;
27797;725;739;
27899;725;739;
28000;725;739;
28100;725;739;
28202;725;739;
28303;725;739;
28404;725;739;
28505;725;739;
28606;725;739;
28707;725;739;
28808;725;739;
28908;725;739;
29010;725;739;
29111;725;739;
29211;725;739;
29313;725;739;
29414;725;739;
29515;725;739;
29616;725;739;
29717;725;739;
29818;725;739;
29919;725;739;
30019;725;739;
30121;725;739;
30222;725;739;
30322;725;739;
30424;725;739;
30525;725;739;
30626;725;739;
30727;725;739;
30828;725;739;
30929;725;739;
31030;725;739;
31130;725;739;
31232;725;742;
31333;725;745;
31434;725;743;
31535;725;745;
31636;725;745;
31737;725;741;
31838;725;735;
31939;725;735;
32040;725;735;
32141;725;735;
32242;725;735;
32343;725;735;
32444;725;735;
32545;725;735;
32646;725;735;
32747;725;735;
32848;725;735;
32949;725;735;
33050;725;735;
33151;725;735;
33252;725;735;
33354;725;735;
33454;725;735;
33555;725;735;
33656;725;735;
33757;725;735;
33858;725;735;
33959;725;735;
34060;725;735;
34161;725;735;
34262;725;735;
34363;725;735;
34465;725;735;
34565;725;735;
34666;725;735;
34767;725;735;
34868;725;735;
34969;725;735;
35070;725;735;
35171;725;735;
35272;725;735;
35373;725;735;
35474;725;735;
35575;725;735;
35676;725;735;
35777;725;735;
35878;725;735;
35979;725;735;
36080;725;735;
36181;725;735;
36282;725;735;
36384;725;735;
36484;725;735;
36585;725;735;
36686;725;735;
36787;725;735;
36888;725;735;
36989;725;735;
37090;725;735;
37191;725;735;
37292;725;735;
37393;725;735;
37494;725;735;
37595;725;735;
37696;725;735;
37797;725;735;
37898;725;735;
37999;725;735;
38100;725;735;
38201;725;735;
38303;725;735;
38403;725;735;
38504;725;735;
38605;725;735;
38706;725;735;
38807;725;735;
38908;725;735;
39009;725;735;
39110;725;735;
39211;725;735;
39312;725;735;
39414;725;735;
39514;725;735;
39615;725;735;
39716;725;735;
39817;725;735;
39918;725;735;
40019;725;735;
40120;725;735;
40221;725;735;
40322;725;736;
40423;725;735;
40524;725;735;
