"Millis","P1","P2"
168479,713,0
168580,713,0
168681,713,0
168783,713,0
168883,713,0
168985,713,0
169086,713,0
169187,713,0
169289,713,0
169390,713,2
169491,713,15
169592,713,12
169693,713,24
169794,713,72
169896,713,261
169997,713,406
170099,713,504
170199,713,607
170300,713,679
170402,713,702
170503,713,688
170604,713,663
170706,713,657
170806,713,657
170908,713,657
171009,713,657
171110,713,657
171212,713,657
171313,713,657
171413,713,657
171515,713,657
171616,713,657
171718,713,657
171819,713,657
171920,713,657
172022,713,657
172122,713,657
172223,713,657
172325,713,657
172426,713,657
172528,713,657
172629,713,657
172729,713,657
172831,711,657
172932,709,657
173033,706,657
173135,709,657
173236,713,657
173337,713,657
173438,713,657
173539,713,657
173641,713,657
173742,713,657
173843,713,657
173944,713,657
174045,713,657
174146,713,657
174248,713,657
174349,713,657
174451,713,657
174552,713,657
174652,713,657
174754,713,657
174855,713,657
174956,713,657
175058,713,657
175159,713,657
175260,713,657
175361,713,657
175462,713,657
175564,713,657
175665,713,657
175766,713,657
175867,713,657
175968,713,657
176070,713,657
176171,713,657
176272,713,657
176374,713,657
176474,713,657
176575,713,657
176677,713,657
176778,713,657
176880,713,657
176981,713,657
177082,713,657
177183,713,657
177284,713,657
177385,713,657
177487,713,657
177588,713,657
177690,713,657
177790,713,657
177891,713,657
177993,713,657
178094,713,657
178195,713,657
178297,713,657
178397,713,657
178498,713,657
178600,713,657
178701,713,657
178803,713,657
178904,713,657
179005,713,657
179106,713,657
179207,713,657
179308,713,657
179410,713,657
179511,713,657
179613,713,657
179713,713,657
179814,713,657
179916,713,657
180017,713,657
180118,713,657
180220,713,657
180320,713,657
180422,713,657
180523,713,657
180624,713,657
180726,713,657
180827,713,657
180927,713,657
181029,713,657
181130,713,657
181232,713,657
181333,713,657
181434,713,657
181536,713,657
181636,713,657
181737,713,657
181839,713,657
181940,713,657
182042,713,657
182143,713,657
182243,713,657
182345,713,657
182446,712,657
182547,713,657
182649,713,657
182750,713,657
182850,713,664
182952,713,680
183053,713,693
183155,713,703
183256,713,707
183357,713,711
183458,713,718
183559,713,701
183660,713,661
183762,713,655
183863,713,653
183965,713,653
184066,713,653
184166,713,653
184268,713,653
184369,713,653
184470,713,653
184572,715,653
184673,729,653
184774,764,653
184875,761,653
184976,728,653
185078,710,653
185179,709,653
185280,709,653
185381,709,653
185482,709,653
